orderdate,revenue,productline,customername,city,country,month
2004-06-28,5520.62,Planes,Gift Depot Inc.,Bridgewater,USA,2004-06
2004-06-30,2805.12,Motorcycles,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,2499.7999999999997,Classic Cars,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,2280.68,Motorcycles,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,3533.4600000000005,Classic Cars,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,780.4000000000001,Motorcycles,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,3400.34,Motorcycles,Gifts4AllAges.com,Boston,USA,2004-06
2004-06-30,3173.91,Motorcycles,Gifts4AllAges.com,Boston,USA,2004-06
2004-07-02,3365.1,Classic Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2004-07
2004-07-02,6050.03,Classic Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2004-07
2004-07-06,8304.119999999999,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2428.58,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2374.0499999999997,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,4514.4,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2764.23,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,3583.7999999999997,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2541.0,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,6831.09,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2270.4,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,3977.93,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,4195.95,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,1127.0,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,1194.08,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2647.5099999999998,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-06,2864.88,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2004-07
2004-07-07,2565.72,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-07,2880.7999999999997,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-07,2900.54,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-07,4039.85,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-07,3691.6000000000004,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-07,4235.93,Classic Cars,Muscle Machine Inc,NYC,USA,2004-07
2004-07-12,4581.009999999999,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,1191.32,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,5606.6,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,1876.74,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,6229.5,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,5197.5,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,3752.9700000000003,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,2963.4500000000003,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,1051.3799999999999,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,1451.6,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-12,1132.5,Vintage Cars,"Extreme Desk Decorations, Ltd",Wellington,New Zealand,2004-07
2004-07-16,1838.72,Vintage Cars,Salzburg Collectables,Salzburg,Austria,2004-07
2004-07-16,4581.12,Vintage Cars,Salzburg Collectables,Salzburg,Austria,2004-07
2004-07-19,3600.24,Classic Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,3971.2,Classic Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,3788.4000000000005,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,4063.5,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,2512.5499999999997,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,3263.0600000000004,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,4094.88,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,1771.0,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,2989.44,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,1099.56,Trucks and Buses,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-19,4652.900000000001,Classic Cars,Souveniers And Things Co.,Chatswood,Australia,2004-07
2004-07-20,3085.7400000000002,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,7368.000000000001,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,6075.0,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,1488.75,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,3386.8,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,2236.95,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,5275.240000000001,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,1088.32,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,2420.0,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,1818.25,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,3187.84,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-07
2004-07-20,6545.700000000001,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-20,3345.03,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-20,5803.200000000001,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-20,3159.75,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-20,2544.75,Trains,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-20,2317.27,Trains,Diecast Classics Inc.,Allentown,USA,2004-07
2004-07-21,4080.0,Classic Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2866.2,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,4698.8,Vintage Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,4123.31,Trains,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,5293.5,Vintage Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2404.0499999999997,Vintage Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2271.06,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2270.16,Vintage Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,4025.2799999999997,Vintage Cars,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,1386.0,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,1636.95,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2428.44,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,3646.0,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,2323.88,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,1898.84,Ships,Petit Auto,Bruxelles,Belgium,2004-07
2004-07-21,5301.71,Planes,Collectables For Less Inc.,Brickhaven,USA,2004-07
2004-07-21,2274.4,Planes,Collectables For Less Inc.,Brickhaven,USA,2004-07
2004-07-21,1562.16,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,2004-07
2004-07-21,1803.12,Ships,Collectables For Less Inc.,Brickhaven,USA,2004-07
2004-07-21,1589.12,Planes,Collectables For Less Inc.,Brickhaven,USA,2004-07
2004-07-23,3660.7499999999995,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2538.1400000000003,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,5577.4800000000005,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2454.2000000000003,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1927.3300000000002,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2224.74,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2434.5,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1851.0,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2378.0,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1819.2599999999998,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2067.7000000000003,Motorcycles,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1637.1599999999999,Vintage Cars,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1525.7,Vintage Cars,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,2747.52,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,3228.0299999999997,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,4897.92,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,3096.0,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-07-23,1858.76,Planes,La Rochelle Gifts,Nantes,France,2004-07
2004-08-02,9242.0,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,6476.66,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,4912.44,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,2577.54,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,2964.0,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,4189.2,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,1805.43,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,5785.4400000000005,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,2835.44,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,1163.4,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,3220.7999999999997,Classic Cars,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,955.8,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,3606.58,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-02,1418.13,Motorcycles,Online Mini Collectables,Brickhaven,USA,2004-08
2004-08-04,2611.84,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,2004-08
2004-08-06,3898.1000000000004,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,2461.46,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,2121.3500000000004,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,3424.0299999999997,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,4581.72,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,7041.3,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,3547.64,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,1708.0,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,1158.78,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-06,3405.5,Classic Cars,Signal Gift Stores,Las Vegas,USA,2004-08
2004-08-09,1778.92,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-09,2187.2,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-09,3740.17,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-09,5129.76,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-09,2599.0800000000004,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-09,4574.4,Classic Cars,Euro+ Shopping Channel,Madrid,Spain,2004-08
2004-08-17,6994.82,Classic Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,2352.0,Trucks and Buses,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,4366.5,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,1280.8799999999999,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,4199.0,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,1332.0,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,4045.21,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,3489.8599999999997,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,3774.76,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,2336.6200000000003,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,2976.27,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,3373.14,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,2705.85,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,597.4,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,1633.05,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,1164.57,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-17,1677.06,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-08
2004-08-19,5850.68,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,3177.5,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,4032.7599999999998,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,5478.72,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,1639.0800000000002,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,3386.75,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,2421.5,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,1881.4399999999998,Vintage Cars,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,2811.5,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,679.0,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,2346.1000000000004,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,1392.2099999999998,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,2140.92,Trucks and Buses,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-19,2403.27,Classic Cars,Diecast Classics Inc.,Allentown,USA,2004-08
2004-08-20,7241.83,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3834.5400000000004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,4069.44,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3389.28,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,5285.990000000001,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3194.64,Trains,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,4096.03,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,1441.59,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3782.6099999999997,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,1856.8799999999999,Trains,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,4354.42,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,2080.88,Trains,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3351.85,Ships,Mini Gifts Distributors Ltd.,San Rafael,USA,2004-08
2004-08-20,3264.0,Classic Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,1643.88,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,4626.68,Vintage Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,2446.98,Vintage Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,4180.68,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,2738.36,Vintage Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,2545.9500000000003,Vintage Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,2790.0,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,1484.6000000000001,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,3227.4900000000002,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,1939.3000000000002,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,3245.58,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,1772.46,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-20,1621.6200000000001,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,2004-08
2004-08-21,6173.55,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,2121.3300000000004,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,2238.7200000000003,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,1952.3999999999999,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,2333.37,Vintage Cars,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,1375.71,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,1399.65,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,3027.0,Vintage Cars,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,1180.74,Vintage Cars,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,2104.56,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,4307.85,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,1700.0,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-21,2345.28,Planes,"Norway Gifts By Mail, Co.",Oslo,Norway  ,2004-08
2004-08-27,3445.2000000000003,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,5198.67,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,4496.85,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,6420.96,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,1017.6,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,3103.86,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,2406.3,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,2447.58,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,3067.67,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,1354.57,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,2600.26,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,2982.7200000000003,Motorcycles,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-27,4591.8,Planes,Marta's Replicas Co.,Cambridge,USA,2004-08
2004-08-28,1960.8,Motorcycles,"La Corne D'abondance, Co.",Paris,France,2004-08
2004-08-30,4004.28,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,5284.8,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,3042.6099999999997,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,2463.2999999999997,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,4642.43,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,2710.4,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,2970.2400000000002,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,5052.96,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,4938.12,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,2939.0499999999997,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,5115.2,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,3776.4900000000002,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,4047.36,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,1128.24,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,1163.4,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,4954.32,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-08-30,3168.8,Classic Cars,"Vida Sport, Ltd",Genève,Switzerland,2004-08
2004-09-01,2414.2,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,5385.6,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,1407.0,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,3192.38,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,3156.65,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,1311.46,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,2407.68,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,2465.0,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,933.51,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,2862.3,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,5242.5599999999995,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,2590.46,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,4170.93,Classic Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-01,1245.75,Vintage Cars,Handji Gifts& Co,Singapore,Singapore,2004-09
2004-09-03,3513.86,Vintage Cars,Herkku Gifts,Bergen,Norway  ,2004-09
2004-09-03,1074.0,Vintage Cars,Herkku Gifts,Bergen,Norway  ,2004-09
2004-09-03,6095.25,Vintage Cars,Herkku Gifts,Bergen,Norway  ,2004-09
2004-09-03,1854.8999999999999,Vintage Cars,Herkku Gifts,Bergen,Norway  ,2004-09
2004-09-07,2089.36,Vintage Cars,Auto-Moto Classics Inc.,Brickhaven,USA,2004-09
2004-09-07,3769.2000000000003,Vintage Cars,Auto-Moto Classics Inc.,Brickhaven,USA,2004-09
2004-09-08,7770.37,Classic Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,4254.900000000001,Classic Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,5043.0,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,3970.44,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,1358.76,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,4666.16,Vintage Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,2079.77,Vintage Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,2143.6,Vintage Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,4649.28,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,1313.1200000000001,Vintage Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,5275.200000000001,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,2153.58,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,1696.0,Trucks and Buses,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,2435.72,Classic Cars,Scandinavian Gift Ideas,Bräcke,Sweden,2004-09
2004-09-08,1990.8,Trucks and Buses,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,3661.06,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,4226.6900000000005,Trucks and Buses,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,3093.9300000000003,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,5055.6,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,1942.0,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,1337.6999999999998,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,3065.85,Classic Cars,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,2705.5,Trucks and Buses,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,1849.1499999999999,Trains,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,4651.04,Trucks and Buses,Land of Toys Inc.,NYC,USA,2004-09
2004-09-08,1742.6499999999999,Trains,Land of Toys Inc.,NYC,USA,2004-09
2004-09-09,8602.92,Classic Cars,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,3118.32,Classic Cars,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,7708.049999999999,Classic Cars,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,2655.36,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,2018.72,Trains,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,3569.6499999999996,Vintage Cars,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,2348.43,Ships,Amica Models & Co.,Torino,Italy,2004-09
2004-09-09,2260.55,Ships,Amica Models & Co.,Torino,Italy,2004-09
